id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-2717,temel_bilgisayar,geri dönüşüm kutusuna git son silinen öğeyi seç geri yükle,"[""geri"", ""dönüşüm"", ""kutusuna"", ""git"", ""son"", ""silinen"", ""öğeyi"", ""seç"", ""geri"", ""yükle""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""GİT"",""GİT"",""GİT"",""GİT"",""SEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""DİĞER"",""DİĞER""]",
CK-1869,ofis_metin_düzenleme,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,"[""başlık"", ""alanına"", ""eller"", ""serbest"", ""bilgisayar"", ""etkileşimi"", ""pilot"", ""çalışması"", ""yaz"", ""kaydet""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""KAYDET""]",
CK-2184,dosya_yazılım_geliştirme,git panelini aç değişen dosyaları seç commit mesajını yaz gönder,"[""git"", ""panelini"", ""aç"", ""değişen"", ""dosyaları"", ""seç"", ""commit"", ""mesajını"", ""yaz"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ"",""GÖNDER""]",
CK-3188,dosya_yazılım_geliştirme,klasörü taşıma boş klasör oluştur adını temp yap aç kaydet,"[""klasörü"", ""taşıma"", ""boş"", ""klasör"", ""oluştur"", ""adını"", ""temp"", ""yap"", ""aç"", ""kaydet""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK""]","[""O"",""O"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""AÇ"",""KAYDET""]",
CK-1905,ofis_metin_düzenleme,vörd belgesinde yazdır menüsünü aç sayfa aralığını yaz yazdırı tıkla,"[""vörd"", ""belgesinde"", ""yazdır"", ""menüsünü"", ""aç"", ""sayfa"", ""aralığını"", ""yaz"", ""yazdırı"", ""tıkla""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""YAZ"",""YAZ"",""YAZ"",""TIKLA"",""TIKLA""]",
CK-1350,ofis_metin_düzenleme,sunum görünümünü aç ardından konuşmacı notlarına geç ve süre bilgisini yaz,"[""sunum"", ""görünümünü"", ""aç"", ""ardından"", ""konuşmacı"", ""notlarına"", ""geç"", ""ve"", ""süre"", ""bilgisini"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""O"",""GEÇ"",""GEÇ"",""GEÇ"",""O"",""YAZ"",""YAZ"",""YAZ""]",
CK-2364,ofis_metin_düzenleme,tabloda boş hücreyi seç eşittir ortalama yaz enter tuşuna bas,"[""tabloda"", ""boş"", ""hücreyi"", ""seç"", ""eşittir"", ""ortalama"", ""yaz"", ""enter"", ""tuşuna"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""ENTER""]",
CK-3794,tarayıcı_internet,tarayıcıdaki büyütmeyi 100 yap sonra sayfayı yenile,"[""tarayıcıdaki"", ""büyütmeyi"", ""100"", ""yap"", ""sonra"", ""sayfayı"", ""yenile""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""O"",""YİNELE"",""YİNELE""]",
CK-2760,ofis_metin_düzenleme,slayt notlarına geç konuşmacı notunu büyüt,"[""slayt"", ""notlarına"", ""geç"", ""konuşmacı"", ""notunu"", ""büyüt""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT""]",
CK-2963,dosya_yazılım_geliştirme,terminalde npm test yaz enter a bas çıktıyı sohbete gönder,"[""terminalde"", ""npm"", ""test"", ""yaz"", ""enter"", ""a"", ""bas"", ""çıktıyı"", ""sohbete"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""YAZ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""ENTER"",""GÖNDER"",""GÖNDER"",""GÖNDER""]",
CK-3135,tarayıcı_internet,formu göndermeyelim dosyayı yükle önizlemeyi aç,"[""formu"", ""göndermeyelim"", ""dosyayı"", ""yükle"", ""önizlemeyi"", ""aç""]","[""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""YÜKLE"",""YÜKLE"",""AÇ"",""AÇ""]",
CK-3208,temel_bilgisayar,açık olan pencereye geçsek iyi olur,"[""açık"", ""olan"", ""pencereye"", ""geçsek"", ""iyi"", ""olur""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O""]","[""GEÇ"",""GEÇ"",""GEÇ"",""GEÇ"",""O"",""O""]",
CK-3268,ofis_metin_düzenleme,tabloyu seçelim mi rengini değiştirelim mi,"[""tabloyu"", ""seçelim"", ""mi"", ""rengini"", ""değiştirelim"", ""mi""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
CK-2780,dosya_yazılım_geliştirme,READMEde bağlantılar kısmını bul,"[""READMEde"", ""bağlantılar"", ""kısmını"", ""bul""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""BUL""]",
CK-3822,ofis_metin_düzenleme,belgedeki çift boşlukları tek boşluğa çevir,"[""belgedeki"", ""çift"", ""boşlukları"", ""tek"", ""boşluğa"", ""çevir""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
